progress_id,learner_id,course_id,progress_date,starting_score,current_score,score_change,completion_percentage,progress_status,badge_earned,recognition_tag
P00259,L022,MATH01,2026-03-19,65.0,58.8,-6.2,65.6,Needs Attention,Learning Milestone,Learning Progress
P00260,L022,MATH01,2026-06-25,65.0,61.5,-3.5,100.0,Stable,Course Completion,Successful Completion
P00261,L022,SCI01,2025-11-12,66.7,66.7,0.0,42.6,Stable,Learning Milestone,Learning Progress
P00262,L022,SCI01,2025-11-27,66.7,57.1,-9.6,39.2,Needs Attention,Learning Milestone,Learning Progress
P00263,L022,SCI01,2026-01-02,66.7,64.3,-2.4,51.8,Stable,Learning Milestone,Learning Progress
P00264,L022,SCI01,2026-08-03,66.7,66.7,0.0,100.0,Stable,Course Completion,Successful Completion
P00265,L023,ELA04,2025-09-16,81.8,81.8,0.0,27.4,Stable,Learning Milestone,Learning Progress
P00266,L023,ELA04,2025-09-24,81.8,76.5,-5.3,26.0,Needs Attention,Learning Milestone,Learning Progress
P00267,L023,ELA04,2025-11-21,81.8,75.0,-6.8,44.1,Needs Attention,Learning Milestone,Learning Progress
P00268,L023,ELA04,2026-08-07,81.8,72.7,-9.1,100.0,Needs Attention,Course Completion,Successful Completion
P00269,L023,READ01,2025-09-16,73.3,73.3,0.0,28.5,Stable,Learning Milestone,Learning Progress
P00270,L023,READ01,2025-11-29,73.3,75.0,1.7,39.1,Stable,Learning Milestone,Learning Progress
P00271,L023,READ01,2026-04-15,73.3,78.6,5.3,69.5,Improving,Learning Milestone,Learning Progress
P00272,L023,READ01,2026-07-21,73.3,75.0,1.7,100.0,Stable,Course Completion,Successful Completion
P00273,L023,SCI03,2025-10-03,82.4,82.4,0.0,34.3,Stable,Learning Milestone,Learning Progress
P00274,L023,SCI03,2025-11-29,82.4,71.4,-11.0,37.0,Needs Attention,Learning Milestone,Learning Progress
P00275,L023,SCI03,2026-05-21,82.4,77.8,-4.6,76.7,Stable,Learning Milestone,Learning Progress
P00276,L023,SCI03,2026-08-02,82.4,78.9,-3.5,100.0,Stable,Course Completion,Successful Completion
P00277,L024,ELA04,2025-10-05,72.7,72.7,0.0,31.7,Stable,Learning Milestone,Learning Progress
P00278,L024,ELA04,2026-03-12,72.7,69.2,-3.5,59.4,Stable,Learning Milestone,Learning Progress
P00279,L024,ELA04,2026-04-13,72.7,64.3,-8.4,70.3,Needs Attention,Learning Milestone,Learning Progress
P00280,L024,ELA04,2026-07-18,72.7,78.6,5.9,100.0,Improving,Course Completion,Successful Completion
P00281,L024,MATH04,2025-09-30,66.7,66.7,0.0,26.8,Stable,Learning Milestone,Learning Progress
P00282,L024,MATH04,2026-03-24,66.7,75.0,8.3,66.6,Improving,Learning Milestone,Learning Progress
P00283,L024,MATH04,2026-05-24,66.7,70.0,3.3,77.4,Stable,Learning Milestone,Learning Progress
P00284,L024,MATH04,2026-07-14,66.7,70.0,3.3,100.0,Stable,Course Completion,Successful Completion
P00285,L024,READ01,2025-09-13,70.0,70.0,0.0,23.9,Stable,Learning Milestone,Learning Progress
P00286,L024,READ01,2025-10-20,70.0,66.7,-3.3,35.5,Stable,Learning Milestone,Learning Progress
P00287,L024,READ01,2026-06-26,70.0,70.0,0.0,83.2,Stable,Learning Milestone,Learning Progress
P00288,L024,READ01,2026-08-09,70.0,72.2,2.2,100.0,Stable,Course Completion,Successful Completion
P00289,L025,MATH03,2025-09-10,76.5,76.5,0.0,28.0,Stable,Learning Milestone,Learning Progress
P00290,L025,MATH03,2026-06-01,76.5,66.7,-9.8,82.2,Needs Attention,Learning Milestone,Learning Progress
P00291,L025,MATH03,2026-07-09,76.5,73.3,-3.2,87.4,Stable,Learning Milestone,Learning Progress
P00292,L025,MATH03,2026-08-17,76.5,84.2,7.7,100.0,Improving,Course Completion,Successful Completion
P00293,L025,READ01,2025-10-07,72.2,72.2,0.0,26.6,Stable,Learning Milestone,Learning Progress
P00294,L025,READ01,2025-10-12,72.2,78.6,6.4,39.1,Improving,Learning Milestone,Learning Progress
P00295,L025,READ01,2026-04-02,72.2,75.0,2.8,71.6,Stable,Learning Milestone,Learning Progress
P00296,L025,READ01,2026-07-11,72.2,70.0,-2.2,100.0,Stable,Course Completion,Successful Completion
P00297,L025,SCI02,2025-09-08,76.5,76.5,0.0,20.1,Stable,Learning Milestone,Learning Progress
P00298,L025,SCI02,2025-09-30,76.5,66.7,-9.8,28.6,Needs Attention,Learning Milestone,Learning Progress
P00299,L025,SCI02,2025-10-10,76.5,73.7,-2.8,31.7,Stable,Learning Milestone,Learning Progress
P00300,L025,SCI02,2026-01-06,76.5,78.6,2.1,100.0,Stable,Course Completion,Successful Completion
P00301,L026,MATH01,2025-12-22,84.6,84.6,0.0,51.6,Stable,Learning Milestone,Learning Progress
P00302,L026,MATH01,2026-02-02,84.6,81.8,-2.8,62.5,Stable,Learning Milestone,Learning Progress
P00303,L026,MATH01,2026-04-16,84.6,76.9,-7.7,80.0,Needs Attention,Learning Milestone,Learning Progress
P00304,L026,MATH01,2026-08-28,84.6,82.4,-2.2,100.0,Stable,Course Completion,Successful Completion
P00305,L026,READ01,2025-09-14,76.9,76.9,0.0,28.1,Stable,Learning Milestone,Learning Progress
P00306,L026,READ01,2026-01-13,76.9,80.0,3.1,57.9,Stable,Learning Milestone,Learning Progress
P00307,L026,READ01,2026-02-26,76.9,85.7,8.8,60.7,Improving,Learning Milestone,Learning Progress
P00308,L026,READ01,2026-07-09,76.9,83.3,6.4,100.0,Improving,Course Completion,Successful Completion
P00309,L026,SCI01,2025-09-11,81.2,81.2,0.0,20.0,Stable,Learning Milestone,Learning Progress
P00310,L026,SCI01,2025-09-18,81.2,80.0,-1.2,33.0,Stable,Learning Milestone,Learning Progress
P00311,L026,SCI01,2026-01-21,81.2,75.0,-6.2,54.2,Needs Attention,Learning Milestone,Learning Progress
P00312,L026,SCI01,2026-06-29,81.2,81.2,0.0,100.0,Stable,Course Completion,Successful Completion
P00313,L027,ELA01,2025-09-05,70.0,70.0,0.0,27.0,Stable,Learning Milestone,Learning Progress
P00314,L027,ELA01,2025-12-21,70.0,73.3,3.3,48.5,Stable,Learning Milestone,Learning Progress
P00315,L027,ELA01,2026-04-27,70.0,69.2,-0.8,74.7,Stable,Learning Milestone,Learning Progress
P00316,L027,ELA01,2026-07-24,70.0,75.0,5.0,100.0,Improving,Course Completion,Successful Completion
P00317,L027,READ01,2025-09-09,66.7,66.7,0.0,33.1,Stable,Learning Milestone,Learning Progress
P00318,L027,READ01,2025-10-02,66.7,72.7,6.0,30.9,Improving,Learning Milestone,Learning Progress
P00319,L027,READ01,2026-01-10,66.7,66.7,0.0,58.5,Stable,Learning Milestone,Learning Progress
P00320,L027,READ01,2026-08-14,66.7,78.9,12.2,100.0,Improving,Progress Star,Great Improvement
P00321,L027,SCI01,2025-09-08,66.7,66.7,0.0,27.8,Stable,Learning Milestone,Learning Progress
P00322,L027,SCI01,2025-11-07,66.7,73.3,6.6,38.4,Improving,Learning Milestone,Learning Progress
P00323,L027,SCI01,2026-01-19,66.7,80.0,13.3,57.7,Improving,Growth Champion,Strong Progress
P00324,L027,SCI01,2026-08-16,66.7,75.0,8.3,100.0,Improving,Course Completion,Successful Completion
P00325,L028,ELA04,2025-09-16,78.6,78.6,0.0,24.4,Stable,Learning Milestone,Learning Progress
P00326,L028,ELA04,2025-11-22,78.6,80.0,1.4,38.0,Stable,Learning Milestone,Learning Progress
P00327,L028,ELA04,2026-03-11,78.6,84.2,5.6,66.0,Improving,Learning Milestone,Learning Progress
P00328,L028,ELA04,2026-07-31,78.6,84.2,5.6,100.0,Improving,Course Completion,Successful Completion
P00329,L028,MATH04,2025-11-10,78.9,78.9,0.0,39.2,Stable,Learning Milestone,Learning Progress
P00330,L028,MATH04,2026-03-28,78.9,81.2,2.3,72.1,Stable,Learning Milestone,Learning Progress
P00331,L028,MATH04,2026-06-27,78.9,83.3,4.4,87.8,Stable,Learning Milestone,Learning Progress
P00332,L028,MATH04,2026-08-12,78.9,83.3,4.4,100.0,Stable,Course Completion,Successful Completion
P00333,L028,SCI03,2025-09-27,76.5,76.5,0.0,36.0,Stable,Learning Milestone,Learning Progress
P00334,L028,SCI03,2026-04-30,76.5,80.0,3.5,76.8,Stable,Learning Milestone,Learning Progress
P00335,L028,SCI03,2026-05-29,76.5,81.2,4.7,84.7,Stable,Learning Milestone,Learning Progress
P00336,L028,SCI03,2026-08-04,76.5,88.2,11.7,100.0,Improving,Progress Star,Great Improvement
P00337,L029,ELA04,2025-10-08,68.8,68.8,0.0,33.9,Stable,Learning Milestone,Learning Progress
P00338,L029,ELA04,2026-03-01,68.8,66.7,-2.1,65.7,Stable,Learning Milestone,Learning Progress
P00339,L029,ELA04,2026-04-18,68.8,63.6,-5.2,79.0,Needs Attention,Learning Milestone,Learning Progress
P00340,L029,ELA04,2026-07-20,68.8,70.0,1.2,100.0,Stable,Course Completion,Successful Completion
P00341,L029,MATH04,2025-09-13,54.5,54.5,0.0,32.3,Stable,Learning Milestone,Learning Progress
P00342,L029,MATH04,2025-09-18,54.5,62.5,8.0,35.1,Improving,Learning Milestone,Learning Progress
P00343,L029,MATH04,2025-11-25,54.5,69.2,14.7,34.4,Improving,Growth Champion,Strong Progress
P00344,L029,MATH04,2026-08-20,54.5,73.7,19.2,100.0,Improving,Progress Star,Great Improvement
P00345,L029,READ01,2025-10-20,60.0,60.0,0.0,37.6,Stable,Learning Milestone,Learning Progress
P00346,L029,READ01,2025-12-28,60.0,71.4,11.4,48.0,Improving,Growth Champion,Strong Progress
P00347,L029,READ01,2026-02-22,60.0,63.2,3.2,58.9,Stable,Learning Milestone,Learning Progress
P00348,L029,READ01,2026-06-29,60.0,70.6,10.6,100.0,Improving,Progress Star,Great Improvement
P00349,L030,MATH01,2025-10-20,84.6,84.6,0.0,32.6,Stable,Learning Milestone,Learning Progress
P00350,L030,MATH01,2025-11-12,84.6,72.2,-12.4,39.0,Needs Attention,Learning Milestone,Learning Progress
P00351,L030,MATH01,2026-01-11,84.6,80.0,-4.6,55.4,Stable,Learning Milestone,Learning Progress
P00352,L030,MATH01,2026-08-08,84.6,81.8,-2.8,100.0,Stable,Course Completion,Successful Completion
P00353,L030,READ01,2025-10-15,72.7,72.7,0.0,36.2,Stable,Learning Milestone,Learning Progress
P00354,L030,READ01,2025-11-10,72.7,73.3,0.6,40.0,Stable,Learning Milestone,Learning Progress
P00355,L030,READ01,2026-03-01,72.7,81.2,8.5,60.2,Improving,Learning Milestone,Learning Progress
P00356,L030,READ01,2026-08-09,72.7,80.0,7.3,100.0,Improving,Course Completion,Successful Completion
P00357,L030,SCI01,2025-11-10,69.2,69.2,0.0,43.9,Stable,Learning Milestone,Learning Progress
P00358,L030,SCI01,2025-12-22,69.2,82.4,13.2,47.5,Improving,Growth Champion,Strong Progress
P00359,L030,SCI01,2026-03-12,69.2,75.0,5.8,69.2,Improving,Learning Milestone,Learning Progress
P00360,L030,SCI01,2026-08-11,69.2,82.4,13.2,100.0,Improving,Progress Star,Great Improvement
P00361,L031,ELA04,2025-10-30,75.0,75.0,0.0,34.6,Stable,Learning Milestone,Learning Progress
P00362,L031,ELA04,2026-01-05,75.0,70.6,-4.4,52.6,Stable,Learning Milestone,Learning Progress
P00363,L031,ELA04,2026-04-06,75.0,80.0,5.0,69.4,Improving,Learning Milestone,Learning Progress
P00364,L031,ELA04,2026-08-06,75.0,81.2,6.2,100.0,Improving,Course Completion,Successful Completion
P00365,L031,MATH04,2025-09-20,84.2,84.2,0.0,36.2,Stable,Learning Milestone,Learning Progress
P00366,L031,MATH04,2026-03-14,84.2,78.6,-5.6,62.5,Needs Attention,Learning Milestone,Learning Progress
P00367,L031,MATH04,2026-07-12,84.2,81.2,-3.0,93.4,Stable,Learning Milestone,Learning Progress
P00368,L031,MATH04,2026-08-19,84.2,72.7,-11.5,100.0,Needs Attention,Course Completion,Successful Completion
P00369,L031,READ01,2025-09-24,76.9,76.9,0.0,24.7,Stable,Learning Milestone,Learning Progress
P00370,L031,READ01,2026-02-05,76.9,72.7,-4.2,53.3,Stable,Learning Milestone,Learning Progress
P00371,L031,READ01,2026-03-29,76.9,83.3,6.4,66.9,Improving,Learning Milestone,Learning Progress
P00372,L031,READ01,2026-07-23,76.9,81.8,4.9,100.0,Stable,Course Completion,Successful Completion
P00373,L032,ELA02,2025-10-22,60.0,60.0,0.0,42.4,Stable,Learning Milestone,Learning Progress
P00374,L032,ELA02,2025-12-13,60.0,71.4,11.4,45.4,Improving,Growth Champion,Strong Progress
P00375,L032,ELA02,2026-01-19,60.0,71.4,11.4,57.4,Improving,Growth Champion,Strong Progress
P00376,L032,ELA02,2026-04-23,60.0,70.6,10.6,100.0,Improving,Progress Star,Great Improvement
P00377,L032,ELA03,2025-11-20,71.4,71.4,0.0,42.5,Stable,Learning Milestone,Learning Progress
P00378,L032,ELA03,2025-12-27,71.4,76.9,5.5,49.3,Improving,Learning Milestone,Learning Progress
P00379,L032,ELA03,2026-03-22,71.4,63.6,-7.8,71.6,Needs Attention,Learning Milestone,Learning Progress
P00380,L032,ELA03,2026-06-02,71.4,70.0,-1.4,100.0,Stable,Course Completion,Successful Completion
P00381,L032,SCI02,2025-09-18,64.3,64.3,0.0,35.4,Stable,Learning Milestone,Learning Progress
P00382,L032,SCI02,2025-11-07,64.3,62.5,-1.8,33.7,Stable,Learning Milestone,Learning Progress
P00383,L032,SCI02,2026-03-13,64.3,63.6,-0.7,67.9,Stable,Learning Milestone,Learning Progress
P00384,L032,SCI02,2026-08-02,64.3,66.7,2.4,100.0,Stable,Course Completion,Successful Completion
P00385,L033,ELA04,2025-09-13,76.5,76.5,0.0,26.2,Stable,Learning Milestone,Learning Progress
P00386,L033,ELA04,2025-12-24,76.5,81.8,5.3,48.9,Improving,Learning Milestone,Learning Progress
P00387,L033,ELA04,2026-03-23,76.5,81.8,5.3,64.9,Improving,Learning Milestone,Learning Progress
P00388,L033,ELA04,2026-06-23,76.5,83.3,6.8,100.0,Improving,Course Completion,Successful Completion
P00389,L033,READ01,2025-09-07,75.0,75.0,0.0,20.7,Stable,Learning Milestone,Learning Progress
P00390,L033,READ01,2025-11-02,75.0,80.0,5.0,33.8,Improving,Learning Milestone,Learning Progress
P00391,L033,READ01,2025-11-22,75.0,82.4,7.4,43.9,Improving,Learning Milestone,Learning Progress
P00392,L033,READ01,2026-05-25,75.0,72.7,-2.3,100.0,Stable,Course Completion,Successful Completion
P00393,L033,SCI03,2025-10-01,70.0,70.0,0.0,28.4,Stable,Learning Milestone,Learning Progress
P00394,L033,SCI03,2026-01-08,70.0,78.6,8.6,56.9,Improving,Learning Milestone,Learning Progress
P00395,L033,SCI03,2026-02-20,70.0,80.0,10.0,55.6,Improving,Growth Champion,Strong Progress
P00396,L033,SCI03,2026-05-11,70.0,72.7,2.7,100.0,Stable,Course Completion,Successful Completion
P00397,L034,MATH04,2025-10-10,64.3,64.3,0.0,31.0,Stable,Learning Milestone,Learning Progress
P00398,L034,MATH04,2025-11-18,64.3,73.3,9.0,43.5,Improving,Learning Milestone,Learning Progress
P00399,L034,MATH04,2025-12-20,64.3,63.2,-1.1,47.9,Stable,Learning Milestone,Learning Progress
P00400,L034,MATH04,2026-07-01,64.3,69.2,4.9,100.0,Stable,Course Completion,Successful Completion
P00401,L034,READ01,2025-10-02,63.2,63.2,0.0,24.0,Stable,Learning Milestone,Learning Progress
P00402,L034,READ01,2025-10-19,63.2,69.2,6.0,38.4,Improving,Learning Milestone,Learning Progress
P00403,L034,READ01,2026-04-23,63.2,68.4,5.2,72.3,Improving,Learning Milestone,Learning Progress
P00404,L034,READ01,2026-08-22,63.2,72.2,9.0,100.0,Improving,Course Completion,Successful Completion
P00405,L034,SCI03,2025-11-12,64.3,64.3,0.0,36.8,Stable,Learning Milestone,Learning Progress
P00406,L034,SCI03,2026-02-13,64.3,66.7,2.4,55.4,Stable,Learning Milestone,Learning Progress
P00407,L034,SCI03,2026-05-26,64.3,75.0,10.7,86.0,Improving,Growth Champion,Strong Progress
P00408,L034,SCI03,2026-07-30,64.3,70.0,5.7,100.0,Improving,Course Completion,Successful Completion
P00409,L035,ELA01,2025-09-01,66.7,66.7,0.0,20.8,Stable,Learning Milestone,Learning Progress
P00410,L035,ELA01,2025-10-10,66.7,71.4,4.7,39.0,Stable,Learning Milestone,Learning Progress
P00411,L035,ELA01,2025-11-24,66.7,68.8,2.1,44.9,Stable,Learning Milestone,Learning Progress
P00412,L035,ELA01,2026-05-02,66.7,77.8,11.1,100.0,Improving,Progress Star,Great Improvement
P00413,L035,MATH01,2025-09-03,68.4,68.4,0.0,30.4,Stable,Learning Milestone,Learning Progress
P00414,L035,MATH01,2025-12-09,68.4,73.3,4.9,47.2,Stable,Learning Milestone,Learning Progress
P00415,L035,MATH01,2026-03-04,68.4,70.0,1.6,63.8,Stable,Learning Milestone,Learning Progress
P00416,L035,MATH01,2026-05-28,68.4,71.4,3.0,100.0,Stable,Course Completion,Successful Completion
P00417,L035,READ01,2025-11-13,64.7,64.7,0.0,41.9,Stable,Learning Milestone,Learning Progress
P00418,L035,READ01,2026-01-21,64.7,70.0,5.3,56.3,Improving,Learning Milestone,Learning Progress
P00419,L035,READ01,2026-06-14,64.7,80.0,15.3,92.7,Improving,Growth Champion,Strong Progress
P00420,L035,READ01,2026-08-31,64.7,75.0,10.3,100.0,Improving,Progress Star,Great Improvement
P00421,L036,ELA01,2025-09-23,84.6,84.6,0.0,28.9,Stable,Learning Milestone,Learning Progress
P00422,L036,ELA01,2025-11-28,84.6,85.7,1.1,38.2,Stable,Learning Milestone,Learning Progress
P00423,L036,ELA01,2026-01-20,84.6,90.9,6.3,53.8,Improving,Learning Milestone,Learning Progress
P00424,L036,ELA01,2026-07-09,84.6,83.3,-1.3,100.0,Stable,Course Completion,Successful Completion
P00425,L036,READ01,2025-11-28,82.4,82.4,0.0,47.1,Stable,Learning Milestone,Learning Progress
P00426,L036,READ01,2026-04-21,82.4,83.3,0.9,70.6,Stable,Learning Milestone,Learning Progress
P00427,L036,READ01,2026-05-10,82.4,91.7,9.3,76.8,Improving,Learning Milestone,Learning Progress
P00428,L036,READ01,2026-07-21,82.4,90.0,7.6,100.0,Improving,Course Completion,Successful Completion
P00429,L036,SCI01,2025-10-20,78.9,78.9,0.0,31.2,Stable,Learning Milestone,Learning Progress
P00430,L036,SCI01,2025-12-09,78.9,85.0,6.1,46.0,Improving,Learning Milestone,Learning Progress
P00431,L036,SCI01,2026-02-08,78.9,93.3,14.4,56.0,Improving,Growth Champion,Strong Progress
P00432,L036,SCI01,2026-08-02,78.9,85.0,6.1,100.0,Improving,Course Completion,Successful Completion
P00433,L037,ELA01,2025-10-18,76.5,76.5,0.0,36.6,Stable,Learning Milestone,Learning Progress
P00434,L037,ELA01,2026-02-26,76.5,75.0,-1.5,61.3,Stable,Learning Milestone,Learning Progress
P00435,L037,ELA01,2026-05-09,76.5,85.7,9.2,70.2,Improving,Learning Milestone,Learning Progress
P00436,L037,ELA01,2026-07-26,76.5,78.6,2.1,100.0,Stable,Course Completion,Successful Completion
P00437,L037,MATH01,2025-10-30,83.3,83.3,0.0,34.9,Stable,Learning Milestone,Learning Progress
P00438,L037,MATH01,2025-12-05,83.3,73.3,-10.0,38.2,Needs Attention,Learning Milestone,Learning Progress
P00439,L037,MATH01,2026-05-23,83.3,72.7,-10.6,71.9,Needs Attention,Learning Milestone,Learning Progress
P00440,L037,MATH01,2026-08-04,83.3,73.3,-10.0,100.0,Needs Attention,Course Completion,Successful Completion
P00441,L037,SCI01,2025-09-06,70.6,70.6,0.0,25.6,Stable,Learning Milestone,Learning Progress
P00442,L037,SCI01,2025-11-26,70.6,75.0,4.4,41.7,Stable,Learning Milestone,Learning Progress
P00443,L037,SCI01,2026-03-11,70.6,78.6,8.0,63.6,Improving,Learning Milestone,Learning Progress
P00444,L037,SCI01,2026-07-24,70.6,75.0,4.4,100.0,Stable,Course Completion,Successful Completion
P00445,L038,MATH01,2025-10-17,73.3,73.3,0.0,36.1,Stable,Learning Milestone,Learning Progress
P00446,L038,MATH01,2025-12-14,73.3,80.0,6.7,45.9,Improving,Learning Milestone,Learning Progress
P00447,L038,MATH01,2026-04-12,73.3,69.2,-4.1,67.9,Stable,Learning Milestone,Learning Progress
P00448,L038,MATH01,2026-08-17,73.3,81.2,7.9,100.0,Improving,Course Completion,Successful Completion
P00449,L038,READ01,2025-09-12,76.5,76.5,0.0,22.4,Stable,Learning Milestone,Learning Progress
P00450,L038,READ01,2025-12-05,76.5,81.2,4.7,42.9,Stable,Learning Milestone,Learning Progress
P00451,L038,READ01,2026-03-03,76.5,80.0,3.5,61.7,Stable,Learning Milestone,Learning Progress
P00452,L038,READ01,2026-06-07,76.5,83.3,6.8,100.0,Improving,Course Completion,Successful Completion
P00453,L038,SCI01,2025-09-15,73.7,73.7,0.0,28.1,Stable,Learning Milestone,Learning Progress
P00454,L038,SCI01,2025-11-25,73.7,83.3,9.6,42.2,Improving,Learning Milestone,Learning Progress
P00455,L038,SCI01,2026-03-25,73.7,75.0,1.3,68.2,Stable,Learning Milestone,Learning Progress
P00456,L038,SCI01,2026-07-01,73.7,71.4,-2.3,100.0,Stable,Course Completion,Successful Completion
P00457,L039,ELA04,2025-09-18,70.6,70.6,0.0,30.9,Stable,Learning Milestone,Learning Progress
P00458,L039,ELA04,2025-11-23,70.6,68.8,-1.8,45.9,Stable,Learning Milestone,Learning Progress
P00459,L039,ELA04,2026-03-23,70.6,70.0,-0.6,63.4,Stable,Learning Milestone,Learning Progress
P00460,L039,ELA04,2026-08-16,70.6,80.0,9.4,100.0,Improving,Course Completion,Successful Completion
P00461,L039,MATH04,2025-10-28,72.2,72.2,0.0,39.4,Stable,Learning Milestone,Learning Progress
P00462,L039,MATH04,2026-02-19,72.2,78.9,6.7,62.9,Improving,Learning Milestone,Learning Progress
P00463,L039,MATH04,2026-04-06,72.2,75.0,2.8,67.0,Stable,Learning Milestone,Learning Progress
P00464,L039,MATH04,2026-08-31,72.2,75.0,2.8,100.0,Stable,Course Completion,Successful Completion
P00465,L039,READ01,2025-09-14,69.2,69.2,0.0,23.9,Stable,Learning Milestone,Learning Progress
P00466,L039,READ01,2026-02-25,69.2,72.2,3.0,63.4,Stable,Learning Milestone,Learning Progress
P00467,L039,READ01,2026-06-01,69.2,76.9,7.7,81.1,Improving,Learning Milestone,Learning Progress
P00468,L039,READ01,2026-08-09,69.2,78.6,9.4,100.0,Improving,Course Completion,Successful Completion
P00469,L040,MATH04,2025-09-13,68.8,68.8,0.0,25.7,Stable,Learning Milestone,Learning Progress
P00470,L040,MATH04,2026-01-15,68.8,63.6,-5.2,61.8,Needs Attention,Learning Milestone,Learning Progress
P00471,L040,MATH04,2026-01-30,68.8,58.3,-10.5,56.9,Needs Attention,Learning Milestone,Learning Progress
P00472,L040,MATH04,2026-08-12,68.8,73.3,4.5,100.0,Stable,Course Completion,Successful Completion
P00473,L040,READ01,2025-10-30,70.0,70.0,0.0,31.4,Stable,Learning Milestone,Learning Progress
P00474,L040,READ01,2026-01-03,70.0,64.3,-5.7,53.6,Needs Attention,Learning Milestone,Learning Progress
P00475,L040,READ01,2026-05-22,70.0,65.0,-5.0,69.1,Needs Attention,Learning Milestone,Learning Progress
P00476,L040,READ01,2026-07-13,70.0,70.6,0.6,100.0,Stable,Course Completion,Successful Completion
P00477,L040,SCI03,2025-09-21,70.0,70.0,0.0,31.6,Stable,Learning Milestone,Learning Progress
P00478,L040,SCI03,2026-02-15,70.0,62.5,-7.5,62.8,Needs Attention,Learning Milestone,Learning Progress
P00479,L040,SCI03,2026-04-23,70.0,64.3,-5.7,70.0,Needs Attention,Learning Milestone,Learning Progress
P00480,L040,SCI03,2026-06-19,70.0,75.0,5.0,100.0,Improving,Course Completion,Successful Completion
P00481,L041,ELA01,2025-10-27,75.0,75.0,0.0,34.4,Stable,Learning Milestone,Learning Progress
P00482,L041,ELA01,2025-12-18,75.0,81.2,6.2,46.6,Improving,Learning Milestone,Learning Progress
P00483,L041,ELA01,2026-01-27,75.0,85.7,10.7,53.8,Improving,Growth Champion,Strong Progress
P00484,L041,ELA01,2026-06-20,75.0,85.0,10.0,100.0,Improving,Progress Star,Great Improvement
P00485,L041,READ01,2025-09-17,80.0,80.0,0.0,34.6,Stable,Learning Milestone,Learning Progress
P00486,L041,READ01,2026-01-09,80.0,80.0,0.0,52.0,Stable,Learning Milestone,Learning Progress
P00487,L041,READ01,2026-06-15,80.0,81.2,1.2,88.5,Stable,Learning Milestone,Learning Progress
P00488,L041,READ01,2026-08-05,80.0,83.3,3.3,100.0,Stable,Course Completion,Successful Completion
P00489,L041,SCI01,2025-09-10,78.9,78.9,0.0,23.0,Stable,Learning Milestone,Learning Progress
P00490,L041,SCI01,2025-10-20,78.9,87.5,8.6,40.0,Improving,Learning Milestone,Learning Progress
P00491,L041,SCI01,2025-12-23,78.9,80.0,1.1,50.3,Stable,Learning Milestone,Learning Progress
P00492,L041,SCI01,2026-08-30,78.9,84.6,5.7,100.0,Improving,Course Completion,Successful Completion
P00493,L042,ELA04,2025-09-12,53.8,53.8,0.0,29.1,Stable,Learning Milestone,Learning Progress
P00494,L042,ELA04,2026-03-09,53.8,66.7,12.9,59.9,Improving,Growth Champion,Strong Progress
P00495,L042,ELA04,2026-06-10,53.8,68.4,14.6,89.5,Improving,Growth Champion,Strong Progress
P00496,L042,ELA04,2026-08-17,53.8,65.0,11.2,100.0,Improving,Progress Star,Great Improvement
P00497,L042,READ01,2025-11-20,57.1,57.1,0.0,41.2,Stable,Learning Milestone,Learning Progress
P00498,L042,READ01,2025-12-25,57.1,63.6,6.5,53.8,Improving,Learning Milestone,Learning Progress
P00499,L042,READ01,2026-03-26,57.1,61.5,4.4,61.1,Stable,Learning Milestone,Learning Progress
P00500,L042,READ01,2026-05-12,57.1,73.3,16.2,100.0,Improving,Progress Star,Great Improvement
P00501,L042,SCI03,2025-09-04,62.5,62.5,0.0,24.6,Stable,Learning Milestone,Learning Progress
P00502,L042,SCI03,2025-10-06,62.5,57.1,-5.4,41.2,Needs Attention,Learning Milestone,Learning Progress
P00503,L042,SCI03,2026-01-04,62.5,65.0,2.5,46.5,Stable,Learning Milestone,Learning Progress
P00504,L042,SCI03,2026-08-16,62.5,70.0,7.5,100.0,Improving,Course Completion,Successful Completion
P00505,L043,MATH01,2025-09-14,63.2,63.2,0.0,21.9,Stable,Learning Milestone,Learning Progress
P00506,L043,MATH01,2025-12-23,63.2,66.7,3.5,51.9,Stable,Learning Milestone,Learning Progress
P00507,L043,MATH01,2026-02-05,63.2,60.0,-3.2,55.0,Stable,Learning Milestone,Learning Progress
P00508,L043,MATH01,2026-06-16,63.2,61.1,-2.1,100.0,Stable,Course Completion,Successful Completion
P00509,L043,READ01,2025-10-24,62.5,62.5,0.0,39.0,Stable,Learning Milestone,Learning Progress
P00510,L043,READ01,2025-11-03,62.5,57.1,-5.4,37.3,Needs Attention,Learning Milestone,Learning Progress
P00511,L043,READ01,2026-01-13,62.5,66.7,4.2,53.4,Stable,Learning Milestone,Learning Progress
P00512,L043,READ01,2026-06-24,62.5,60.0,-2.5,100.0,Stable,Course Completion,Successful Completion
P00513,L043,SCI01,2025-11-19,60.0,60.0,0.0,39.6,Stable,Learning Milestone,Learning Progress
P00514,L043,SCI01,2026-02-24,60.0,70.6,10.6,60.6,Improving,Growth Champion,Strong Progress
P00515,L043,SCI01,2026-05-26,60.0,66.7,6.7,81.0,Improving,Learning Milestone,Learning Progress
P00516,L043,SCI01,2026-07-27,60.0,63.6,3.6,100.0,Stable,Course Completion,Successful Completion
P00517,L044,MATH04,2025-09-01,57.1,57.1,0.0,21.8,Stable,Learning Milestone,Learning Progress
