assessment_id,learner_id,course_id,assessment_date,assessment_type,attempt_number,questions_attempted,questions_correct,score_percentage,retry_count
AS00389,L018,SCI01,2025-12-25,Quiz,1,14,10,71.4,0
AS00390,L018,SCI01,2026-01-01,Practice,1,13,9,69.2,0
AS00391,L018,SCI01,2026-01-20,Quiz,2,19,13,68.4,1
AS00392,L018,SCI01,2026-05-31,Test,2,11,8,72.7,1
AS00393,L018,SCI01,2026-07-15,Practice,1,19,14,73.7,0
AS00394,L018,SCI01,2026-08-25,Test,2,13,9,69.2,1
AS00395,L019,MATH03,2025-09-07,Practice,1,20,17,85.0,0
AS00396,L019,MATH03,2025-11-12,Practice,1,10,9,90.0,0
AS00397,L019,MATH03,2025-11-25,Quiz,1,11,9,81.8,0
AS00398,L019,MATH03,2025-12-05,Practice,1,19,16,84.2,0
AS00399,L019,MATH03,2026-02-18,Quiz,2,19,15,78.9,1
AS00400,L019,MATH03,2026-04-22,Quiz,1,17,15,88.2,0
AS00401,L019,MATH02,2025-10-19,Test,1,15,12,80.0,0
AS00402,L019,MATH02,2025-10-22,Practice,1,15,13,86.7,0
AS00403,L019,MATH02,2025-11-15,Practice,1,20,16,80.0,0
AS00404,L019,MATH02,2025-11-25,Practice,2,17,15,88.2,1
AS00405,L019,MATH02,2025-12-26,Test,1,14,12,85.7,0
AS00406,L019,MATH02,2026-02-03,Test,1,20,18,90.0,0
AS00407,L019,MATH02,2026-05-16,Test,1,17,14,82.4,0
AS00408,L019,MATH02,2026-05-27,Quiz,1,18,16,88.9,0
AS00409,L019,ELA02,2025-09-16,Test,1,13,11,84.6,0
AS00410,L019,ELA02,2025-11-12,Test,1,16,13,81.2,0
AS00411,L019,ELA02,2025-12-22,Practice,1,11,10,90.9,0
AS00412,L019,ELA02,2026-03-02,Practice,1,20,17,85.0,0
AS00413,L019,ELA02,2026-03-30,Practice,1,20,18,90.0,0
AS00414,L019,ELA02,2026-05-13,Test,1,18,15,83.3,0
AS00415,L019,ELA02,2026-08-04,Practice,1,15,13,86.7,0
AS00416,L020,SCI03,2025-09-22,Practice,1,11,8,72.7,0
AS00417,L020,SCI03,2025-12-07,Practice,1,19,15,78.9,0
AS00418,L020,SCI03,2026-01-20,Quiz,2,14,10,71.4,1
AS00419,L020,SCI03,2026-02-06,Quiz,1,17,11,64.7,0
AS00420,L020,SCI03,2026-02-23,Test,1,17,12,70.6,0
AS00421,L020,SCI03,2026-05-25,Test,1,14,10,71.4,0
AS00422,L020,SCI03,2026-06-24,Practice,1,12,9,75.0,0
AS00423,L020,SCI03,2026-07-11,Quiz,1,11,8,72.7,0
AS00424,L020,SCI03,2026-08-26,Practice,2,17,13,76.5,1
AS00425,L020,READ01,2025-09-03,Quiz,1,20,15,75.0,0
AS00426,L020,READ01,2025-09-28,Practice,2,14,9,64.3,1
AS00427,L020,READ01,2026-02-04,Test,1,18,14,77.8,0
AS00428,L020,READ01,2026-02-28,Test,1,12,9,75.0,0
AS00429,L020,READ01,2026-04-09,Test,2,14,10,71.4,1
AS00430,L020,READ01,2026-05-09,Quiz,1,13,9,69.2,0
AS00431,L020,MATH04,2025-09-17,Quiz,1,16,12,75.0,0
AS00432,L020,MATH04,2025-12-22,Test,1,14,10,71.4,0
AS00433,L020,MATH04,2026-01-06,Practice,2,14,10,71.4,1
AS00434,L020,MATH04,2026-03-01,Test,1,20,16,80.0,0
AS00435,L020,MATH04,2026-03-17,Quiz,1,12,9,75.0,0
AS00436,L020,MATH04,2026-05-01,Test,2,14,11,78.6,1
AS00437,L020,MATH04,2026-07-24,Quiz,1,13,10,76.9,0
AS00438,L020,MATH04,2026-08-14,Test,1,14,10,71.4,0
AS00439,L021,READ01,2025-10-20,Test,1,15,10,66.7,0
AS00440,L021,READ01,2025-11-10,Practice,1,15,10,66.7,0
AS00441,L021,READ01,2025-12-03,Practice,1,17,12,70.6,0
AS00442,L021,READ01,2026-03-12,Test,2,17,12,70.6,1
AS00443,L021,READ01,2026-04-12,Practice,1,10,7,70.0,0
AS00444,L021,READ01,2026-04-15,Test,1,11,8,72.7,0
AS00445,L021,READ01,2026-05-28,Test,1,14,9,64.3,0
AS00446,L021,READ01,2026-06-07,Test,1,18,12,66.7,0
AS00447,L021,READ01,2026-08-22,Practice,1,18,12,66.7,0
AS00448,L021,MATH01,2025-09-04,Quiz,2,18,11,61.1,1
AS00449,L021,MATH01,2025-11-04,Test,2,11,8,72.7,1
AS00450,L021,MATH01,2026-03-21,Quiz,2,11,7,63.6,1
AS00451,L021,MATH01,2026-03-26,Test,1,14,10,71.4,0
AS00452,L021,MATH01,2026-04-25,Quiz,1,15,10,66.7,0
AS00453,L021,MATH01,2026-08-10,Test,1,19,13,68.4,0
AS00454,L021,ELA01,2025-11-13,Test,2,12,8,66.7,1
AS00455,L021,ELA01,2025-12-14,Practice,1,20,15,75.0,0
AS00456,L021,ELA01,2026-05-12,Quiz,1,20,14,70.0,0
AS00457,L021,ELA01,2026-05-23,Quiz,1,17,11,64.7,0
AS00458,L021,ELA01,2026-06-15,Quiz,2,11,8,72.7,1
AS00459,L021,ELA01,2026-08-26,Test,1,19,13,68.4,0
AS00460,L022,ELA01,2025-09-13,Quiz,2,17,11,64.7,1
AS00461,L022,ELA01,2025-10-24,Quiz,2,14,9,64.3,1
AS00462,L022,ELA01,2025-12-14,Test,1,13,7,53.8,0
AS00463,L022,ELA01,2026-01-05,Test,1,14,9,64.3,0
AS00464,L022,ELA01,2026-05-01,Test,1,17,11,64.7,0
AS00465,L022,ELA01,2026-05-17,Test,1,11,8,72.7,0
AS00466,L022,SCI01,2025-11-12,Practice,2,18,12,66.7,1
AS00467,L022,SCI01,2025-11-27,Quiz,2,14,8,57.1,1
AS00468,L022,SCI01,2025-12-04,Test,1,19,13,68.4,0
AS00469,L022,SCI01,2026-01-02,Test,2,14,9,64.3,1
AS00470,L022,SCI01,2026-05-20,Practice,2,11,7,63.6,1
AS00471,L022,SCI01,2026-08-03,Practice,2,12,8,66.7,1
AS00472,L022,MATH01,2025-09-06,Test,1,20,13,65.0,0
AS00473,L022,MATH01,2025-09-18,Practice,2,19,11,57.9,1
AS00474,L022,MATH01,2026-02-03,Test,1,12,8,66.7,0
AS00475,L022,MATH01,2026-03-19,Quiz,2,17,10,58.8,1
AS00476,L022,MATH01,2026-06-16,Test,1,15,10,66.7,0
AS00477,L022,MATH01,2026-06-25,Test,2,13,8,61.5,1
AS00478,L023,SCI03,2025-10-03,Quiz,1,17,14,82.4,0
AS00479,L023,SCI03,2025-11-17,Test,1,14,10,71.4,0
AS00480,L023,SCI03,2025-11-29,Quiz,1,14,10,71.4,0
AS00481,L023,SCI03,2026-02-21,Practice,1,20,16,80.0,0
AS00482,L023,SCI03,2026-02-28,Test,1,19,15,78.9,0
AS00483,L023,SCI03,2026-05-21,Test,1,18,14,77.8,0
AS00484,L023,SCI03,2026-06-16,Practice,2,14,11,78.6,1
AS00485,L023,SCI03,2026-08-02,Practice,1,19,15,78.9,0
AS00486,L023,SCI03,2026-08-02,Practice,1,19,15,78.9,0
AS00487,L023,ELA04,2025-09-16,Test,1,11,9,81.8,0
AS00488,L023,ELA04,2025-09-24,Quiz,1,17,13,76.5,0
AS00489,L023,ELA04,2025-10-20,Quiz,2,13,10,76.9,1
AS00490,L023,ELA04,2025-11-21,Practice,1,16,12,75.0,0
AS00491,L023,ELA04,2025-12-28,Practice,2,11,9,81.8,1
AS00492,L023,ELA04,2026-08-07,Test,2,11,8,72.7,1
AS00493,L023,READ01,2025-09-16,Practice,2,15,11,73.3,1
AS00494,L023,READ01,2025-11-29,Test,2,16,12,75.0,1
AS00495,L023,READ01,2026-03-11,Quiz,1,19,15,78.9,0
AS00496,L023,READ01,2026-04-15,Test,1,14,11,78.6,0
AS00497,L023,READ01,2026-07-08,Test,2,14,11,78.6,1
AS00498,L023,READ01,2026-07-21,Test,1,12,9,75.0,0
AS00499,L024,READ01,2025-09-13,Quiz,1,10,7,70.0,0
AS00500,L024,READ01,2025-10-15,Test,1,15,10,66.7,0
AS00501,L024,READ01,2025-10-20,Practice,1,18,12,66.7,0
AS00502,L024,READ01,2025-12-14,Test,1,12,8,66.7,0
AS00503,L024,READ01,2026-06-26,Quiz,1,20,14,70.0,0
AS00504,L024,READ01,2026-07-20,Practice,1,13,10,76.9,0
AS00505,L024,READ01,2026-08-09,Test,1,18,13,72.2,0
AS00506,L024,ELA04,2025-10-05,Test,2,11,8,72.7,1
AS00507,L024,ELA04,2025-10-07,Practice,2,14,9,64.3,1
AS00508,L024,ELA04,2026-03-12,Test,2,13,9,69.2,1
AS00509,L024,ELA04,2026-04-07,Practice,2,15,11,73.3,1
AS00510,L024,ELA04,2026-04-13,Practice,2,14,9,64.3,1
AS00511,L024,ELA04,2026-06-19,Quiz,1,11,8,72.7,0
AS00512,L024,ELA04,2026-07-18,Test,2,14,11,78.6,1
AS00513,L024,MATH04,2025-09-30,Quiz,1,18,12,66.7,0
AS00514,L024,MATH04,2026-02-07,Practice,1,19,15,78.9,0
AS00515,L024,MATH04,2026-03-24,Practice,2,20,15,75.0,1
AS00516,L024,MATH04,2026-05-15,Practice,2,16,11,68.8,1
AS00517,L024,MATH04,2026-05-24,Test,2,10,7,70.0,1
AS00518,L024,MATH04,2026-07-10,Test,1,15,11,73.3,0
AS00519,L024,MATH04,2026-07-14,Quiz,2,10,7,70.0,1
AS00520,L025,READ01,2025-10-07,Quiz,1,18,13,72.2,0
AS00521,L025,READ01,2025-10-12,Quiz,1,14,11,78.6,0
AS00522,L025,READ01,2026-02-25,Quiz,1,10,7,70.0,0
AS00523,L025,READ01,2026-04-02,Practice,1,20,15,75.0,0
AS00524,L025,READ01,2026-07-04,Quiz,1,14,10,71.4,0
AS00525,L025,READ01,2026-07-11,Quiz,1,10,7,70.0,0
AS00526,L025,MATH03,2025-09-10,Practice,2,17,13,76.5,1
AS00527,L025,MATH03,2026-03-14,Practice,1,12,9,75.0,0
AS00528,L025,MATH03,2026-06-01,Practice,2,18,12,66.7,1
AS00529,L025,MATH03,2026-06-10,Practice,1,11,8,72.7,0
AS00530,L025,MATH03,2026-07-09,Practice,2,15,11,73.3,1
AS00531,L025,MATH03,2026-08-16,Quiz,1,10,8,80.0,0
AS00532,L025,MATH03,2026-08-17,Practice,2,19,16,84.2,1
AS00533,L025,SCI02,2025-09-08,Quiz,2,17,13,76.5,1
AS00534,L025,SCI02,2025-09-30,Test,1,15,10,66.7,0
AS00535,L025,SCI02,2025-09-30,Quiz,1,13,10,76.9,0
AS00536,L025,SCI02,2025-10-10,Test,1,19,14,73.7,0
AS00537,L025,SCI02,2025-11-04,Quiz,1,11,9,81.8,0
AS00538,L025,SCI02,2026-01-06,Quiz,1,14,11,78.6,0
AS00539,L026,MATH01,2025-12-22,Practice,1,13,11,84.6,0
AS00540,L026,MATH01,2026-01-28,Test,1,15,12,80.0,0
AS00541,L026,MATH01,2026-02-02,Practice,2,11,9,81.8,1
AS00542,L026,MATH01,2026-03-02,Quiz,1,19,16,84.2,0
AS00543,L026,MATH01,2026-03-07,Test,1,13,11,84.6,0
AS00544,L026,MATH01,2026-04-16,Test,1,13,10,76.9,0
AS00545,L026,MATH01,2026-06-10,Test,1,13,11,84.6,0
AS00546,L026,MATH01,2026-08-01,Quiz,2,12,10,83.3,1
AS00547,L026,MATH01,2026-08-28,Practice,1,17,14,82.4,0
AS00548,L026,SCI01,2025-09-11,Quiz,1,16,13,81.2,0
AS00549,L026,SCI01,2025-09-18,Test,1,10,8,80.0,0
AS00550,L026,SCI01,2026-01-17,Practice,1,16,13,81.2,0
AS00551,L026,SCI01,2026-01-21,Quiz,1,16,12,75.0,0
AS00552,L026,SCI01,2026-05-14,Test,1,13,11,84.6,0
AS00553,L026,SCI01,2026-06-29,Test,1,16,13,81.2,0
AS00554,L026,READ01,2025-09-14,Practice,1,13,10,76.9,0
AS00555,L026,READ01,2025-09-17,Practice,1,19,17,89.5,0
AS00556,L026,READ01,2026-01-13,Test,1,10,8,80.0,0
AS00557,L026,READ01,2026-02-20,Test,1,16,13,81.2,0
AS00558,L026,READ01,2026-02-26,Test,1,14,12,85.7,0
AS00559,L026,READ01,2026-06-05,Test,1,17,15,88.2,0
AS00560,L026,READ01,2026-06-30,Practice,1,19,15,78.9,0
AS00561,L026,READ01,2026-07-09,Practice,1,12,10,83.3,0
AS00562,L027,SCI01,2025-09-08,Test,2,18,12,66.7,1
AS00563,L027,SCI01,2025-10-14,Practice,2,16,12,75.0,1
AS00564,L027,SCI01,2025-11-07,Practice,2,15,11,73.3,1
AS00565,L027,SCI01,2026-01-06,Test,1,20,13,65.0,0
AS00566,L027,SCI01,2026-01-19,Test,1,10,8,80.0,0
AS00567,L027,SCI01,2026-01-22,Practice,1,20,14,70.0,0
AS00568,L027,SCI01,2026-08-16,Quiz,1,12,9,75.0,0
AS00569,L027,ELA01,2025-09-05,Quiz,1,10,7,70.0,0
AS00570,L027,ELA01,2025-09-19,Test,1,14,10,71.4,0
AS00571,L027,ELA01,2025-12-21,Practice,1,15,11,73.3,0
AS00572,L027,ELA01,2026-03-03,Practice,2,12,8,66.7,1
AS00573,L027,ELA01,2026-03-29,Quiz,1,14,10,71.4,0
AS00574,L027,ELA01,2026-04-27,Quiz,1,13,9,69.2,0
AS00575,L027,ELA01,2026-05-04,Quiz,1,19,13,68.4,0
AS00576,L027,ELA01,2026-06-12,Quiz,1,11,8,72.7,0
AS00577,L027,ELA01,2026-07-24,Practice,1,20,15,75.0,0
AS00578,L027,READ01,2025-09-09,Quiz,1,15,10,66.7,0
AS00579,L027,READ01,2025-09-22,Quiz,2,19,14,73.7,1
AS00580,L027,READ01,2025-10-02,Quiz,1,11,8,72.7,0
AS00581,L027,READ01,2025-12-26,Quiz,2,18,13,72.2,1
AS00582,L027,READ01,2026-01-10,Test,1,15,10,66.7,0
AS00583,L027,READ01,2026-01-11,Practice,2,16,11,68.8,1
AS00584,L027,READ01,2026-06-11,Practice,2,14,10,71.4,1
AS00585,L027,READ01,2026-08-14,Practice,1,19,15,78.9,0
AS00586,L028,ELA04,2025-09-16,Test,1,14,11,78.6,0
AS00587,L028,ELA04,2025-09-23,Quiz,1,10,8,80.0,0
AS00588,L028,ELA04,2025-11-22,Test,1,15,12,80.0,0
AS00589,L028,ELA04,2026-01-29,Test,1,18,14,77.8,0
AS00590,L028,ELA04,2026-03-08,Practice,1,15,13,86.7,0
AS00591,L028,ELA04,2026-03-11,Test,2,19,16,84.2,1
AS00592,L028,ELA04,2026-04-29,Test,1,12,10,83.3,0
AS00593,L028,ELA04,2026-07-16,Quiz,1,11,8,72.7,0
AS00594,L028,ELA04,2026-07-31,Test,1,19,16,84.2,0
AS00595,L028,SCI03,2025-09-27,Quiz,1,17,13,76.5,0
AS00596,L028,SCI03,2025-11-02,Quiz,2,19,14,73.7,1
AS00597,L028,SCI03,2026-04-30,Practice,1,15,12,80.0,0
AS00598,L028,SCI03,2026-05-25,Test,1,13,10,76.9,0
AS00599,L028,SCI03,2026-05-27,Practice,1,11,8,72.7,0
AS00600,L028,SCI03,2026-05-29,Practice,1,16,13,81.2,0
AS00601,L028,SCI03,2026-06-03,Practice,1,18,15,83.3,0
AS00602,L028,SCI03,2026-07-08,Quiz,1,20,17,85.0,0
AS00603,L028,SCI03,2026-08-04,Quiz,1,17,15,88.2,0
AS00604,L028,MATH04,2025-11-10,Practice,2,19,15,78.9,1
AS00605,L028,MATH04,2026-01-04,Quiz,1,15,11,73.3,0
AS00606,L028,MATH04,2026-03-28,Quiz,1,16,13,81.2,0
AS00607,L028,MATH04,2026-06-03,Quiz,1,19,16,84.2,0
AS00608,L028,MATH04,2026-06-27,Quiz,1,12,10,83.3,0
AS00609,L028,MATH04,2026-08-07,Practice,1,12,11,91.7,0
AS00610,L028,MATH04,2026-08-12,Practice,1,18,15,83.3,0
AS00611,L029,MATH04,2025-09-13,Test,3,11,6,54.5,2
AS00612,L029,MATH04,2025-09-18,Practice,1,16,10,62.5,0
AS00613,L029,MATH04,2025-11-04,Test,1,12,8,66.7,0
AS00614,L029,MATH04,2025-11-25,Quiz,1,13,9,69.2,0
AS00615,L029,MATH04,2026-04-09,Practice,1,15,11,73.3,0
AS00616,L029,MATH04,2026-08-20,Quiz,1,19,14,73.7,0
AS00617,L029,ELA04,2025-10-08,Practice,2,16,11,68.8,1
AS00618,L029,ELA04,2026-03-01,Test,1,12,8,66.7,0
AS00619,L029,ELA04,2026-03-29,Test,1,19,13,68.4,0
AS00620,L029,ELA04,2026-04-18,Quiz,2,11,7,63.6,1
AS00621,L029,ELA04,2026-04-19,Test,1,19,13,68.4,0
AS00622,L029,ELA04,2026-07-20,Practice,1,20,14,70.0,0
AS00623,L029,READ01,2025-10-20,Test,1,10,6,60.0,0
AS00624,L029,READ01,2025-11-30,Practice,1,19,13,68.4,0
AS00625,L029,READ01,2025-12-28,Practice,1,14,10,71.4,0
AS00626,L029,READ01,2026-01-22,Quiz,1,12,7,58.3,0
AS00627,L029,READ01,2026-01-31,Practice,1,13,9,69.2,0
AS00628,L029,READ01,2026-02-22,Practice,1,19,12,63.2,0
AS00629,L029,READ01,2026-05-11,Quiz,2,11,7,63.6,1
AS00630,L029,READ01,2026-05-19,Practice,2,11,8,72.7,1
AS00631,L029,READ01,2026-06-29,Quiz,2,17,12,70.6,1
AS00632,L030,MATH01,2025-10-20,Test,1,13,11,84.6,0
AS00633,L030,MATH01,2025-10-25,Quiz,2,12,9,75.0,1
AS00634,L030,MATH01,2025-11-12,Quiz,1,18,13,72.2,0
AS00635,L030,MATH01,2025-12-28,Quiz,1,10,8,80.0,0
AS00636,L030,MATH01,2026-01-11,Test,1,15,12,80.0,0
AS00637,L030,MATH01,2026-01-21,Test,1,16,12,75.0,0
AS00638,L030,MATH01,2026-07-08,Practice,1,12,9,75.0,0
AS00639,L030,MATH01,2026-08-08,Quiz,1,11,9,81.8,0
AS00640,L030,READ01,2025-10-15,Quiz,1,11,8,72.7,0
AS00641,L030,READ01,2025-10-30,Test,1,11,8,72.7,0
AS00642,L030,READ01,2025-11-10,Test,2,15,11,73.3,1
AS00643,L030,READ01,2026-01-13,Quiz,1,18,14,77.8,0
AS00644,L030,READ01,2026-01-21,Quiz,1,15,11,73.3,0
AS00645,L030,READ01,2026-03-01,Test,1,16,13,81.2,0
AS00646,L030,READ01,2026-04-10,Test,1,18,14,77.8,0
AS00647,L030,READ01,2026-05-11,Test,1,20,16,80.0,0
AS00648,L030,READ01,2026-08-09,Test,1,10,8,80.0,0
AS00649,L030,SCI01,2025-11-10,Quiz,2,13,9,69.2,1
AS00650,L030,SCI01,2025-12-22,Test,1,17,14,82.4,0
AS00651,L030,SCI01,2026-01-04,Quiz,2,17,12,70.6,1
AS00652,L030,SCI01,2026-03-12,Test,1,20,15,75.0,0
AS00653,L030,SCI01,2026-06-28,Quiz,2,13,11,84.6,1
AS00654,L030,SCI01,2026-08-11,Quiz,1,17,14,82.4,0
AS00655,L031,MATH04,2025-09-20,Practice,1,19,16,84.2,0
AS00656,L031,MATH04,2026-01-13,Quiz,1,17,13,76.5,0
AS00657,L031,MATH04,2026-03-14,Practice,1,14,11,78.6,0
AS00658,L031,MATH04,2026-04-03,Test,1,20,16,80.0,0
AS00659,L031,MATH04,2026-07-12,Test,1,16,13,81.2,0
AS00660,L031,MATH04,2026-07-21,Quiz,2,17,13,76.5,1
AS00661,L031,MATH04,2026-08-19,Practice,1,11,8,72.7,0
AS00662,L031,ELA04,2025-10-30,Test,2,20,15,75.0,1
AS00663,L031,ELA04,2025-11-30,Practice,1,16,12,75.0,0
AS00664,L031,ELA04,2026-01-05,Test,1,17,12,70.6,0
AS00665,L031,ELA04,2026-02-11,Practice,2,13,10,76.9,1
AS00666,L031,ELA04,2026-02-14,Practice,2,18,14,77.8,1
AS00667,L031,ELA04,2026-04-06,Practice,1,10,8,80.0,0
AS00668,L031,ELA04,2026-04-17,Practice,1,14,11,78.6,0
AS00669,L031,ELA04,2026-04-26,Practice,1,16,12,75.0,0
AS00670,L031,ELA04,2026-08-06,Quiz,1,16,13,81.2,0
AS00671,L031,READ01,2025-09-24,Quiz,1,13,10,76.9,0
AS00672,L031,READ01,2025-12-22,Test,2,18,13,72.2,1
AS00673,L031,READ01,2026-02-05,Test,1,11,8,72.7,0
AS00674,L031,READ01,2026-02-21,Test,1,19,15,78.9,0
AS00675,L031,READ01,2026-03-29,Test,2,18,15,83.3,1
AS00676,L031,READ01,2026-04-18,Quiz,1,10,7,70.0,0
AS00677,L031,READ01,2026-05-07,Test,1,15,12,80.0,0
AS00678,L031,READ01,2026-07-23,Test,1,11,9,81.8,0
AS00679,L032,ELA03,2025-11-20,Practice,1,14,10,71.4,0
AS00680,L032,ELA03,2025-12-11,Test,1,15,12,80.0,0
AS00681,L032,ELA03,2025-12-27,Quiz,1,13,10,76.9,0
AS00682,L032,ELA03,2026-03-05,Test,1,10,7,70.0,0
AS00683,L032,ELA03,2026-03-22,Practice,2,11,7,63.6,1
AS00684,L032,ELA03,2026-06-02,Practice,2,10,7,70.0,1
AS00685,L032,ELA03,2026-06-02,Test,2,10,7,70.0,1
AS00686,L032,SCI02,2025-09-18,Quiz,1,14,9,64.3,0
AS00687,L032,SCI02,2025-11-03,Test,1,11,8,72.7,0
AS00688,L032,SCI02,2025-11-07,Test,2,16,10,62.5,1
AS00689,L032,SCI02,2026-01-18,Quiz,1,18,13,72.2,0
AS00690,L032,SCI02,2026-03-13,Practice,1,11,7,63.6,0
AS00691,L032,SCI02,2026-03-25,Practice,1,13,9,69.2,0
AS00692,L032,SCI02,2026-08-02,Test,1,15,10,66.7,0
AS00693,L032,ELA02,2025-10-22,Practice,1,20,12,60.0,0
AS00694,L032,ELA02,2025-12-13,Quiz,1,14,10,71.4,0
AS00695,L032,ELA02,2026-01-14,Practice,1,16,12,75.0,0
AS00696,L032,ELA02,2026-01-19,Test,1,14,10,71.4,0
AS00697,L032,ELA02,2026-02-02,Quiz,2,18,13,72.2,1
AS00698,L032,ELA02,2026-04-23,Practice,1,17,12,70.6,0
AS00699,L033,ELA04,2025-09-13,Test,1,17,13,76.5,0
AS00700,L033,ELA04,2025-12-24,Practice,1,11,9,81.8,0
AS00701,L033,ELA04,2025-12-28,Quiz,1,12,10,83.3,0
AS00702,L033,ELA04,2026-03-23,Quiz,1,11,9,81.8,0
AS00703,L033,ELA04,2026-04-20,Quiz,1,17,14,82.4,0
AS00704,L033,ELA04,2026-06-23,Practice,1,12,10,83.3,0
AS00705,L033,SCI03,2025-10-01,Test,1,10,7,70.0,0
AS00706,L033,SCI03,2025-11-17,Quiz,1,19,14,73.7,0
AS00707,L033,SCI03,2026-01-08,Test,1,14,11,78.6,0
AS00708,L033,SCI03,2026-02-07,Practice,1,17,12,70.6,0
AS00709,L033,SCI03,2026-02-20,Practice,1,20,16,80.0,0
AS00710,L033,SCI03,2026-03-30,Test,1,17,13,76.5,0
AS00711,L033,SCI03,2026-05-11,Practice,1,11,8,72.7,0
AS00712,L033,READ01,2025-09-07,Quiz,2,12,9,75.0,1
AS00713,L033,READ01,2025-11-02,Practice,1,10,8,80.0,0
AS00714,L033,READ01,2025-11-05,Test,1,12,9,75.0,0
AS00715,L033,READ01,2025-11-22,Test,1,17,14,82.4,0
AS00716,L033,READ01,2026-03-12,Practice,1,16,12,75.0,0
AS00717,L033,READ01,2026-05-25,Practice,1,11,8,72.7,0
AS00718,L034,SCI03,2025-11-12,Quiz,2,14,9,64.3,1
AS00719,L034,SCI03,2025-11-24,Practice,1,19,12,63.2,0
AS00720,L034,SCI03,2026-02-13,Practice,1,18,12,66.7,0
AS00721,L034,SCI03,2026-03-10,Practice,2,17,12,70.6,1
AS00722,L034,SCI03,2026-05-26,Test,2,12,9,75.0,1
AS00723,L034,SCI03,2026-06-16,Practice,2,17,13,76.5,1
AS00724,L034,SCI03,2026-07-12,Quiz,2,12,8,66.7,1
AS00725,L034,SCI03,2026-07-30,Quiz,1,10,7,70.0,0
AS00726,L034,READ01,2025-10-02,Quiz,2,19,12,63.2,1
AS00727,L034,READ01,2025-10-19,Test,1,11,8,72.7,0
AS00728,L034,READ01,2025-10-19,Quiz,1,13,9,69.2,0
AS00729,L034,READ01,2026-02-17,Practice,2,13,9,69.2,1
AS00730,L034,READ01,2026-04-23,Practice,1,19,13,68.4,0
AS00731,L034,READ01,2026-06-03,Practice,1,19,14,73.7,0
AS00732,L034,READ01,2026-08-22,Test,1,18,13,72.2,0
AS00733,L034,MATH04,2025-10-10,Quiz,1,14,9,64.3,0
AS00734,L034,MATH04,2025-10-23,Practice,1,18,13,72.2,0
AS00735,L034,MATH04,2025-11-18,Test,1,15,11,73.3,0
AS00736,L034,MATH04,2025-12-01,Test,2,19,13,68.4,1
AS00737,L034,MATH04,2025-12-20,Practice,1,19,12,63.2,0
AS00738,L034,MATH04,2026-01-22,Quiz,2,13,8,61.5,1
AS00739,L034,MATH04,2026-07-01,Test,2,13,9,69.2,1
AS00740,L035,ELA01,2025-09-01,Practice,1,12,8,66.7,0
AS00741,L035,ELA01,2025-09-27,Practice,1,16,11,68.8,0
AS00742,L035,ELA01,2025-10-10,Quiz,1,14,10,71.4,0
AS00743,L035,ELA01,2025-11-13,Practice,1,13,9,69.2,0
AS00744,L035,ELA01,2025-11-24,Practice,1,16,11,68.8,0
AS00745,L035,ELA01,2026-02-13,Practice,1,14,11,78.6,0
AS00746,L035,ELA01,2026-05-02,Test,2,18,14,77.8,1
AS00747,L035,READ01,2025-11-13,Practice,2,17,11,64.7,1
AS00748,L035,READ01,2025-11-25,Practice,2,20,14,70.0,1
AS00749,L035,READ01,2026-01-21,Quiz,1,20,14,70.0,0
AS00750,L035,READ01,2026-04-12,Test,1,15,11,73.3,0
AS00751,L035,READ01,2026-06-14,Quiz,1,15,12,80.0,0
AS00752,L035,READ01,2026-07-22,Quiz,1,19,14,73.7,0
AS00753,L035,READ01,2026-08-31,Test,1,16,12,75.0,0
AS00754,L035,MATH01,2025-09-03,Quiz,1,19,13,68.4,0
AS00755,L035,MATH01,2025-12-09,Test,1,15,11,73.3,0
AS00756,L035,MATH01,2025-12-10,Quiz,1,10,7,70.0,0
AS00757,L035,MATH01,2026-03-04,Practice,2,20,14,70.0,1
AS00758,L035,MATH01,2026-04-15,Test,2,16,10,62.5,1
AS00759,L035,MATH01,2026-05-28,Quiz,2,14,10,71.4,1
AS00760,L036,READ01,2025-11-28,Test,1,17,14,82.4,0
AS00761,L036,READ01,2026-04-21,Quiz,1,18,15,83.3,0
AS00762,L036,READ01,2026-04-30,Test,2,15,13,86.7,1
AS00763,L036,READ01,2026-05-10,Quiz,1,12,11,91.7,0
AS00764,L036,READ01,2026-07-09,Quiz,2,12,10,83.3,1
AS00765,L036,READ01,2026-07-21,Test,1,10,9,90.0,0
AS00766,L036,SCI01,2025-10-20,Practice,1,19,15,78.9,0
AS00767,L036,SCI01,2025-12-09,Practice,1,20,17,85.0,0
AS00768,L036,SCI01,2026-01-21,Test,1,12,10,83.3,0
AS00769,L036,SCI01,2026-02-08,Test,1,15,14,93.3,0
AS00770,L036,SCI01,2026-06-06,Test,1,16,14,87.5,0
AS00771,L036,SCI01,2026-08-02,Quiz,2,20,17,85.0,1
AS00772,L036,ELA01,2025-09-23,Practice,1,13,11,84.6,0
AS00773,L036,ELA01,2025-10-13,Quiz,1,12,10,83.3,0
AS00774,L036,ELA01,2025-11-28,Practice,1,14,12,85.7,0
AS00775,L036,ELA01,2026-01-15,Test,1,11,9,81.8,0
AS00776,L036,ELA01,2026-01-20,Practice,1,11,10,90.9,0
AS00777,L036,ELA01,2026-04-16,Quiz,1,11,9,81.8,0
AS00778,L036,ELA01,2026-07-09,Quiz,1,12,10,83.3,0
